ball,1,3.4,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,0,0,,,,,,"","",3.4,,,,
ball,1,3.5,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,4,0,,,,,,"","",3.5,,,,
ball,1,3.6,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,1,0,,,,,,"","",3.6,,,,
ball,1,4.1,Royal Challengers Bangalore,BB McCullum,V Kohli,Kuldeep Yadav,0,5,5,,,,,"","",4.1,,,,
ball,1,4.2,Royal Challengers Bangalore,BB McCullum,V Kohli,Kuldeep Yadav,4,0,,,,,,"","",4.1,,,,
ball,1,4.3,Royal Challengers Bangalore,BB McCullum,V Kohli,Kuldeep Yadav,0,0,,,,,,"","",4.2,,,,
ball,1,4.4,Royal Challengers Bangalore,BB McCullum,V Kohli,Kuldeep Yadav,1,0,,,,,,"","",4.3,,,,
ball,1,4.5,Royal Challengers Bangalore,V Kohli,BB McCullum,Kuldeep Yadav,0,0,,,,,,"","",4.4,,,,
ball,1,4.6,Royal Challengers Bangalore,V Kohli,BB McCullum,Kuldeep Yadav,0,0,,,,,,"","",4.5,,,,
ball,1,4.7,Royal Challengers Bangalore,V Kohli,BB McCullum,Kuldeep Yadav,0,0,,,,,,"","",4.6,,,,
ball,1,5.1,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,0,0,,,,,,"","",5.1,,,,
ball,1,5.2,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,0,0,,,,,,"","",5.2,,,,
ball,1,5.3,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,1,0,,,,,,"","",5.3,,,,
ball,1,5.4,Royal Challengers Bangalore,V Kohli,BB McCullum,PP Chawla,0,0,,,,,,"","",5.4,,,,
ball,1,5.5,Royal Challengers Bangalore,V Kohli,BB McCullum,PP Chawla,1,0,,,,,,"","",5.5,,,,
ball,1,5.6,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,6,0,,,,,,"","",5.6,,,,
ball,1,6.1,Royal Challengers Bangalore,V Kohli,BB McCullum,SP Narine,0,0,,,,,,"","",6.1,,,,
ball,1,6.2,Royal Challengers Bangalore,V Kohli,BB McCullum,SP Narine,0,0,,,,,,"","",6.2,,,,
ball,1,6.3,Royal Challengers Bangalore,V Kohli,BB McCullum,SP Narine,1,0,,,,,,"","",6.3,,,,
ball,1,6.4,Royal Challengers Bangalore,BB McCullum,V Kohli,SP Narine,1,0,,,,,,"","",6.4,,,,
ball,1,6.5,Royal Challengers Bangalore,V Kohli,BB McCullum,SP Narine,0,0,,,,,,"","",6.5,,,,
ball,1,6.6,Royal Challengers Bangalore,V Kohli,BB McCullum,SP Narine,0,0,,,,,,"","",6.6,,,,
ball,1,7.1,Royal Challengers Bangalore,BB McCullum,V Kohli,MG Johnson,0,0,,,,,,"","",7.1,,,,
ball,1,7.2,Royal Challengers Bangalore,BB McCullum,V Kohli,MG Johnson,4,0,,,,,,"","",7.2,,,,
ball,1,7.3,Royal Challengers Bangalore,BB McCullum,V Kohli,MG Johnson,0,0,,,,,,"","",7.3,,,,
ball,1,7.4,Royal Challengers Bangalore,BB McCullum,V Kohli,MG Johnson,4,0,,,,,,"","",7.4,,,,
ball,1,7.5,Royal Challengers Bangalore,BB McCullum,V Kohli,MG Johnson,1,0,,,,,,"","",7.5,,,,
ball,1,7.6,Royal Challengers Bangalore,V Kohli,BB McCullum,MG Johnson,0,0,,,,,,"","",7.6,,,,
ball,1,8.1,Royal Challengers Bangalore,BB McCullum,V Kohli,SP Narine,0,0,,,,,,"","",8.1,,,,
ball,1,8.2,Royal Challengers Bangalore,BB McCullum,V Kohli,SP Narine,0,0,,,,,,bowled,BB McCullum,8.2,,,,
ball,1,8.3,Royal Challengers Bangalore,AB de Villiers,V Kohli,SP Narine,1,0,,,,,,"","",8.3,,,,
ball,1,8.4,Royal Challengers Bangalore,V Kohli,AB de Villiers,SP Narine,0,0,,,,,,"","",8.4,,,,
ball,1,8.5,Royal Challengers Bangalore,V Kohli,AB de Villiers,SP Narine,1,0,,,,,,"","",8.5,,,,
ball,1,8.6,Royal Challengers Bangalore,AB de Villiers,V Kohli,SP Narine,1,0,,,,,,"","",8.6,,,,
ball,1,9.1,Royal Challengers Bangalore,AB de Villiers,V Kohli,Kuldeep Yadav,1,0,,,,,,"","",9.1,,,,
ball,1,9.2,Royal Challengers Bangalore,V Kohli,AB de Villiers,Kuldeep Yadav,1,0,,,,,,"","",9.2,,,,
ball,1,9.3,Royal Challengers Bangalore,AB de Villiers,V Kohli,Kuldeep Yadav,1,0,,,,,,"","",9.3,,,,
ball,1,9.4,Royal Challengers Bangalore,V Kohli,AB de Villiers,Kuldeep Yadav,1,0,,,,,,"","",9.4,,,,
ball,1,9.5,Royal Challengers Bangalore,AB de Villiers,V Kohli,Kuldeep Yadav,6,0,,,,,,"","",9.5,,,,
ball,1,9.6,Royal Challengers Bangalore,AB de Villiers,V Kohli,Kuldeep Yadav,6,0,,,,,,"","",9.6,,,,
ball,1,10.1,Royal Challengers Bangalore,V Kohli,AB de Villiers,SP Narine,1,0,,,,,,"","",10.1,,,,
ball,1,10.2,Royal Challengers Bangalore,AB de Villiers,V Kohli,SP Narine,0,0,,,,,,"","",10.2,,,,
ball,1,10.3,Royal Challengers Bangalore,AB de Villiers,V Kohli,SP Narine,6,0,,,,,,"","",10.3,,,,
ball,1,10.4,Royal Challengers Bangalore,AB de Villiers,V Kohli,SP Narine,1,0,,,,,,"","",10.4,,,,
ball,1,10.5,Royal Challengers Bangalore,V Kohli,AB de Villiers,SP Narine,4,0,,,,,,"","",10.5,,,,
ball,1,10.6,Royal Challengers Bangalore,V Kohli,AB de Villiers,SP Narine,2,0,,,,,,"","",10.6,,,,
ball,1,11.1,Royal Challengers Bangalore,AB de Villiers,V Kohli,MG Johnson,0,0,,,,,,"","",11.1,,,,
ball,1,11.2,Royal Challengers Bangalore,AB de Villiers,V Kohli,MG Johnson,4,0,,,,,,"","",11.2,,,,
ball,1,11.3,Royal Challengers Bangalore,AB de Villiers,V Kohli,MG Johnson,6,0,,,,,,"","",11.3,,,,
ball,1,11.4,Royal Challengers Bangalore,AB de Villiers,V Kohli,MG Johnson,0,0,,,,,,"","",11.4,,,,
ball,1,11.5,Royal Challengers Bangalore,AB de Villiers,V Kohli,MG Johnson,0,0,,,,,,"","",11.5,,,,
ball,1,11.6,Royal Challengers Bangalore,AB de Villiers,V Kohli,MG Johnson,0,0,,,,,,"","",11.6,,,,
ball,1,12.1,Royal Challengers Bangalore,V Kohli,AB de Villiers,PP Chawla,1,0,,,,,,"","",12.1,,,,
ball,1,12.2,Royal Challengers Bangalore,AB de Villiers,V Kohli,PP Chawla,1,0,,,,,,"","",12.2,,,,
ball,1,12.3,Royal Challengers Bangalore,V Kohli,AB de Villiers,PP Chawla,0,0,,,,,,"","",12.3,,,,
ball,1,12.4,Royal Challengers Bangalore,V Kohli,AB de Villiers,PP Chawla,6,0,,,,,,"","",12.4,,,,
ball,1,12.5,Royal Challengers Bangalore,V Kohli,AB de Villiers,PP Chawla,1,0,,,,,,"","",12.5,,,,
ball,1,12.6,Royal Challengers Bangalore,AB de Villiers,V Kohli,PP Chawla,1,0,,,,,,"","",12.6,,,,
ball,1,13.1,Royal Challengers Bangalore,AB de Villiers,V Kohli,AD Russell,1,0,,,,,,"","",13.1,,,,
ball,1,13.2,Royal Challengers Bangalore,V Kohli,AB de Villiers,AD Russell,1,0,,,,,,"","",13.2,,,,
ball,1,13.3,Royal Challengers Bangalore,AB de Villiers,V Kohli,AD Russell,1,0,,,,,,"","",13.3,,,,
ball,1,13.4,Royal Challengers Bangalore,V Kohli,AB de Villiers,AD Russell,1,0,,,,,,"","",13.4,,,,
ball,1,13.5,Royal Challengers Bangalore,AB de Villiers,V Kohli,AD Russell,0,0,,,,,,"","",13.5,,,,
ball,1,13.6,Royal Challengers Bangalore,AB de Villiers,V Kohli,AD Russell,1,0,,,,,,"","",13.6,,,,
ball,1,14.1,Royal Challengers Bangalore,AB de Villiers,V Kohli,N Rana,6,0,,,,,,"","",14.1,,,,
ball,1,14.2,Royal Challengers Bangalore,AB de Villiers,V Kohli,N Rana,0,0,,,,,,caught,AB de Villiers,14.2,,MG Johnson,,
ball,1,14.3,Royal Challengers Bangalore,V Kohli,SN Khan,N Rana,0,0,,,,,,bowled,V Kohli,14.3,,,,
ball,1,14.4,Royal Challengers Bangalore,Mandeep Singh,SN Khan,N Rana,4,0,,,,,,"","",14.4,,,,
ball,1,14.5,Royal Challengers Bangalore,Mandeep Singh,SN Khan,N Rana,1,0,,,,,,"","",14.5,,,,
ball,1,14.6,Royal Challengers Bangalore,SN Khan,Mandeep Singh,N Rana,0,0,,,,,,"","",14.6,,,,
ball,1,15.1,Royal Challengers Bangalore,Mandeep Singh,SN Khan,AD Russell,0,0,,,,,,"","",15.1,,,,
ball,1,15.2,Royal Challengers Bangalore,Mandeep Singh,SN Khan,AD Russell,1,0,,,,,,"","",15.2,,,,
ball,1,15.3,Royal Challengers Bangalore,SN Khan,Mandeep Singh,AD Russell,1,0,,,,,,"","",15.3,,,,
ball,1,15.4,Royal Challengers Bangalore,Mandeep Singh,SN Khan,AD Russell,1,0,,,,,,"","",15.4,,,,
ball,1,15.5,Royal Challengers Bangalore,SN Khan,Mandeep Singh,AD Russell,1,0,,,,,,"","",15.5,,,,
ball,1,15.6,Royal Challengers Bangalore,Mandeep Singh,SN Khan,AD Russell,1,0,,,,,,"","",15.6,,,,
ball,1,16.1,Royal Challengers Bangalore,Mandeep Singh,SN Khan,MG Johnson,1,0,,,,,,"","",16.1,,,,
ball,1,16.2,Royal Challengers Bangalore,SN Khan,Mandeep Singh,MG Johnson,0,0,,,,,,"","",16.2,,,,
ball,1,16.3,Royal Challengers Bangalore,SN Khan,Mandeep Singh,MG Johnson,0,0,,,,,,"","",16.3,,,,
ball,1,16.4,Royal Challengers Bangalore,SN Khan,Mandeep Singh,MG Johnson,2,0,,,,,,"","",16.4,,,,
ball,1,16.5,Royal Challengers Bangalore,SN Khan,Mandeep Singh,MG Johnson,1,0,,,,,,"","",16.5,,,,
ball,1,16.6,Royal Challengers Bangalore,Mandeep Singh,SN Khan,MG Johnson,1,0,,,,,,"","",16.6,,,,
ball,1,17.1,Royal Challengers Bangalore,Mandeep Singh,SN Khan,SP Narine,4,0,,,,,,"","",17.1,,,,
ball,1,17.2,Royal Challengers Bangalore,Mandeep Singh,SN Khan,SP Narine,1,0,,,,,,"","",17.2,,,,
ball,1,17.3,Royal Challengers Bangalore,SN Khan,Mandeep Singh,SP Narine,1,0,,,,,,"","",17.3,,,,
ball,1,17.4,Royal Challengers Bangalore,Mandeep Singh,SN Khan,SP Narine,4,0,,,,,,"","",17.4,,,,
ball,1,17.5,Royal Challengers Bangalore,Mandeep Singh,SN Khan,SP Narine,1,0,,,,,,"","",17.5,,,,
ball,1,17.6,Royal Challengers Bangalore,SN Khan,Mandeep Singh,SP Narine,0,1,,,,1,,"","",17.6,,,,
ball,1,18.1,Royal Challengers Bangalore,SN Khan,Mandeep Singh,MG Johnson,0,0,,,,,,caught,SN Khan,18.1,,RK Singh,,
ball,1,18.2,Royal Challengers Bangalore,CR Woakes,Mandeep Singh,MG Johnson,0,0,,,,,,"","",18.2,,,,
ball,1,18.3,Royal Challengers Bangalore,CR Woakes,Mandeep Singh,MG Johnson,4,0,,,,,,"","",18.3,,,,
ball,1,18.4,Royal Challengers Bangalore,CR Woakes,Mandeep Singh,MG Johnson,0,0,,,,,,"","",18.4,,,,
ball,1,18.5,Royal Challengers Bangalore,CR Woakes,Mandeep Singh,MG Johnson,1,0,,,,,,"","",18.5,,,,
ball,1,18.6,Royal Challengers Bangalore,Mandeep Singh,CR Woakes,MG Johnson,1,0,,,,,,"","",18.6,,,,
ball,1,19.1,Royal Challengers Bangalore,Mandeep Singh,CR Woakes,R Vinay Kumar,6,0,,,,,,"","",19.1,,,,
ball,1,19.2,Royal Challengers Bangalore,Mandeep Singh,CR Woakes,R Vinay Kumar,4,0,,,,,,"","",19.2,,,,
ball,1,19.3,Royal Challengers Bangalore,Mandeep Singh,CR Woakes,R Vinay Kumar,6,0,,,,,,"","",19.3,,,,
ball,1,19.4,Royal Challengers Bangalore,Mandeep Singh,CR Woakes,R Vinay Kumar,0,0,,,,,,"","",19.4,,,,
ball,1,19.5,Royal Challengers Bangalore,Mandeep Singh,CR Woakes,R Vinay Kumar,0,0,,,,,,caught,Mandeep Singh,19.5,,Kuldeep Yadav,,
ball,1,19.6,Royal Challengers Bangalore,CR Woakes,Washington Sundar,R Vinay Kumar,0,0,,,,,,caught,CR Woakes,19.6,,AD Russell,,
ball,2,0.1,Kolkata Knight Riders,SP Narine,CA Lynn,YS Chahal,4,0,,,,,,"","",0.1,,,,
ball,2,0.2,Kolkata Knight Riders,SP Narine,CA Lynn,YS Chahal,6,0,,,,,,"","",0.2,,,,
ball,2,0.3,Kolkata Knight Riders,SP Narine,CA Lynn,YS Chahal,1,0,,,,,,"","",0.3,,,,
ball,2,0.4,Kolkata Knight Riders,CA Lynn,SP Narine,YS Chahal,0,0,,,,,,"","",0.4,,,,
ball,2,0.5,Kolkata Knight Riders,CA Lynn,SP Narine,YS Chahal,0,0,,,,,,"","",0.5,,,,
ball,2,0.6,Kolkata Knight Riders,CA Lynn,SP Narine,YS Chahal,1,0,,,,,,"","",0.6,,,,
ball,2,1.1,Kolkata Knight Riders,CA Lynn,SP Narine,CR Woakes,0,0,,,,,,"","",1.1,,,,
ball,2,1.2,Kolkata Knight Riders,CA Lynn,SP Narine,CR Woakes,0,0,,,,,,"","",1.2,,,,
ball,2,1.3,Kolkata Knight Riders,CA Lynn,SP Narine,CR Woakes,0,0,,,,,,"","",1.3,,,,
ball,2,1.4,Kolkata Knight Riders,CA Lynn,SP Narine,CR Woakes,4,0,,,,,,"","",1.4,,,,
ball,2,1.5,Kolkata Knight Riders,CA Lynn,SP Narine,CR Woakes,0,0,,,,,,caught,CA Lynn,1.5,,AB de Villiers,,
ball,2,1.6,Kolkata Knight Riders,SP Narine,RV Uthappa,CR Woakes,0,0,,,,,,"","",1.6,,,,
ball,2,2.1,Kolkata Knight Riders,RV Uthappa,SP Narine,Washington Sundar,0,0,,,,,,"","",2.1,,,,
ball,2,2.2,Kolkata Knight Riders,RV Uthappa,SP Narine,Washington Sundar,1,0,,,,,,"","",2.2,,,,
ball,2,2.3,Kolkata Knight Riders,SP Narine,RV Uthappa,Washington Sundar,1,0,,,,,,"","",2.3,,,,
ball,2,2.4,Kolkata Knight Riders,RV Uthappa,SP Narine,Washington Sundar,1,0,,,,,,"","",2.4,,,,
ball,2,2.5,Kolkata Knight Riders,SP Narine,RV Uthappa,Washington Sundar,1,0,,,,,,"","",2.5,,,,
ball,2,2.6,Kolkata Knight Riders,RV Uthappa,SP Narine,Washington Sundar,6,0,,,,,,"","",2.6,,,,
ball,2,3.1,Kolkata Knight Riders,SP Narine,RV Uthappa,CR Woakes,0,0,,,,,,"","",3.1,,,,
ball,2,3.2,Kolkata Knight Riders,SP Narine,RV Uthappa,CR Woakes,6,0,,,,,,"","",3.2,,,,
ball,2,3.3,Kolkata Knight Riders,SP Narine,RV Uthappa,CR Woakes,4,0,,,,,,"","",3.3,,,,
ball,2,3.4,Kolkata Knight Riders,SP Narine,RV Uthappa,CR Woakes,4,0,,,,,,"","",3.4,,,,
ball,2,3.5,Kolkata Knight Riders,SP Narine,RV Uthappa,CR Woakes,0,0,,,,,,"","",3.5,,,,
ball,2,3.6,Kolkata Knight Riders,SP Narine,RV Uthappa,CR Woakes,6,0,,,,,,"","",3.6,,,,
ball,2,4.1,Kolkata Knight Riders,RV Uthappa,SP Narine,Washington Sundar,1,0,,,,,,"","",4.1,,,,
ball,2,4.2,Kolkata Knight Riders,SP Narine,RV Uthappa,Washington Sundar,0,0,,,,,,"","",4.2,,,,
ball,2,4.3,Kolkata Knight Riders,SP Narine,RV Uthappa,Washington Sundar,4,0,,,,,,"","",4.3,,,,
ball,2,4.4,Kolkata Knight Riders,SP Narine,RV Uthappa,Washington Sundar,0,1,1,,,,,"","",4.4,,,,
ball,2,4.5,Kolkata Knight Riders,SP Narine,RV Uthappa,Washington Sundar,6,0,,,,,,"","",4.4,,,,
ball,2,4.6,Kolkata Knight Riders,SP Narine,RV Uthappa,Washington Sundar,6,0,,,,,,"","",4.5,,,,
ball,2,4.7,Kolkata Knight Riders,SP Narine,RV Uthappa,Washington Sundar,1,0,,,,,,"","",4.6,,,,
ball,2,5.1,Kolkata Knight Riders,SP Narine,RV Uthappa,UT Yadav,0,0,,,,,,"","",5.1,,,,
ball,2,5.2,Kolkata Knight Riders,SP Narine,RV Uthappa,UT Yadav,0,0,,,,,,bowled,SP Narine,5.2,,,,
ball,2,5.3,Kolkata Knight Riders,N Rana,RV Uthappa,UT Yadav,0,0,,,,,,"","",5.3,,,,
ball,2,5.4,Kolkata Knight Riders,N Rana,RV Uthappa,UT Yadav,0,1,1,,,,,"","",5.4,,,,
ball,2,5.5,Kolkata Knight Riders,N Rana,RV Uthappa,UT Yadav,0,1,,,,1,,"","",5.4,,,,
ball,2,5.6,Kolkata Knight Riders,RV Uthappa,N Rana,UT Yadav,0,0,,,,,,"","",5.5,,,,
ball,2,5.7,Kolkata Knight Riders,RV Uthappa,N Rana,UT Yadav,1,0,,,,,,"","",5.6,,,,
ball,2,6.1,Kolkata Knight Riders,RV Uthappa,N Rana,K Khejroliya,0,0,,,,,,"","",6.1,,,,
ball,2,6.2,Kolkata Knight Riders,RV Uthappa,N Rana,K Khejroliya,1,0,,,,,,"","",6.2,,,,
ball,2,6.3,Kolkata Knight Riders,N Rana,RV Uthappa,K Khejroliya,6,0,,,,,,"","",6.3,,,,
ball,2,6.4,Kolkata Knight Riders,N Rana,RV Uthappa,K Khejroliya,4,0,,,,,,"","",6.4,,,,
ball,2,6.5,Kolkata Knight Riders,N Rana,RV Uthappa,K Khejroliya,1,0,,,,,,"","",6.5,,,,
ball,2,6.6,Kolkata Knight Riders,RV Uthappa,N Rana,K Khejroliya,1,0,,,,,,"","",6.6,,,,
ball,2,7.1,Kolkata Knight Riders,RV Uthappa,N Rana,UT Yadav,1,0,,,,,,"","",7.1,,,,
ball,2,7.2,Kolkata Knight Riders,N Rana,RV Uthappa,UT Yadav,1,0,,,,,,"","",7.2,,,,
ball,2,7.3,Kolkata Knight Riders,RV Uthappa,N Rana,UT Yadav,0,0,,,,,,caught,RV Uthappa,7.3,,BB McCullum,,
ball,2,7.4,Kolkata Knight Riders,N Rana,KD Karthik,UT Yadav,1,0,,,,,,"","",7.4,,,,
ball,2,7.5,Kolkata Knight Riders,KD Karthik,N Rana,UT Yadav,0,0,,,,,,"","",7.5,,,,
ball,2,7.6,Kolkata Knight Riders,KD Karthik,N Rana,UT Yadav,1,0,,,,,,"","",7.6,,,,
ball,2,8.1,Kolkata Knight Riders,KD Karthik,N Rana,K Khejroliya,1,0,,,,,,"","",8.1,,,,
ball,2,8.2,Kolkata Knight Riders,N Rana,KD Karthik,K Khejroliya,1,0,,,,,,"","",8.2,,,,
ball,2,8.3,Kolkata Knight Riders,KD Karthik,N Rana,K Khejroliya,0,1,,,,1,,"","",8.3,,,,
ball,2,8.4,Kolkata Knight Riders,N Rana,KD Karthik,K Khejroliya,1,0,,,,,,"","",8.4,,,,
ball,2,8.5,Kolkata Knight Riders,KD Karthik,N Rana,K Khejroliya,0,0,,,,,,"","",8.5,,,,
ball,2,8.6,Kolkata Knight Riders,KD Karthik,N Rana,K Khejroliya,0,1,1,,,,,"","",8.6,,,,
ball,2,8.7,Kolkata Knight Riders,KD Karthik,N Rana,K Khejroliya,2,0,,,,,,"","",8.6,,,,
ball,2,9.1,Kolkata Knight Riders,N Rana,KD Karthik,UT Yadav,4,0,,,,,,"","",9.1,,,,
ball,2,9.2,Kolkata Knight Riders,N Rana,KD Karthik,UT Yadav,1,0,,,,,,"","",9.2,,,,
ball,2,9.3,Kolkata Knight Riders,KD Karthik,N Rana,UT Yadav,1,0,,,,,,"","",9.3,,,,
ball,2,9.4,Kolkata Knight Riders,N Rana,KD Karthik,UT Yadav,0,0,,,,,,"","",9.4,,,,
ball,2,9.5,Kolkata Knight Riders,N Rana,KD Karthik,UT Yadav,0,0,,,,,,"","",9.5,,,,
ball,2,9.6,Kolkata Knight Riders,N Rana,KD Karthik,UT Yadav,0,0,,,,,,"","",9.6,,,,
ball,2,10.1,Kolkata Knight Riders,KD Karthik,N Rana,Washington Sundar,1,0,,,,,,"","",10.1,,,,
ball,2,10.2,Kolkata Knight Riders,N Rana,KD Karthik,Washington Sundar,2,0,,,,,,"","",10.2,,,,
ball,2,10.3,Kolkata Knight Riders,N Rana,KD Karthik,Washington Sundar,0,0,,,,,,"","",10.3,,,,
ball,2,10.4,Kolkata Knight Riders,N Rana,KD Karthik,Washington Sundar,1,0,,,,,,"","",10.4,,,,
ball,2,10.5,Kolkata Knight Riders,KD Karthik,N Rana,Washington Sundar,4,0,,,,,,"","",10.5,,,,
ball,2,10.6,Kolkata Knight Riders,KD Karthik,N Rana,Washington Sundar,1,0,,,,,,"","",10.6,,,,
ball,2,11.1,Kolkata Knight Riders,KD Karthik,N Rana,YS Chahal,1,0,,,,,,"","",11.1,,,,
ball,2,11.2,Kolkata Knight Riders,N Rana,KD Karthik,YS Chahal,0,1,1,,,,,"","",11.2,,,,
ball,2,11.3,Kolkata Knight Riders,N Rana,KD Karthik,YS Chahal,2,0,,,,,,"","",11.2,,,,
ball,2,11.4,Kolkata Knight Riders,N Rana,KD Karthik,YS Chahal,1,0,,,,,,"","",11.3,,,,
ball,2,11.5,Kolkata Knight Riders,KD Karthik,N Rana,YS Chahal,0,0,,,,,,"","",11.4,,,,
ball,2,11.6,Kolkata Knight Riders,KD Karthik,N Rana,YS Chahal,0,0,,,,,,"","",11.5,,,,
ball,2,11.7,Kolkata Knight Riders,KD Karthik,N Rana,YS Chahal,0,0,,,,,,"","",11.6,,,,
ball,2,12.1,Kolkata Knight Riders,N Rana,KD Karthik,K Khejroliya,1,0,,,,,,"","",12.1,,,,
